idx,grapheme,grapheme_root,vowel_diacritic,consonant_diacritic
1004,র্হ,159,0,2
1005,র্হি,159,2,2
1006,র‍্যা,123,1,4
1007,ল,124,0,0
1008,লা,124,1,0
1009,লি,124,2,0
1010,লী,124,3,0
1011,লু,124,4,0
1012,লে,124,7,0
1013,লো,124,9,0
1014,লৌ,124,10,0
1015,ল্ক,125,0,0
1016,ল্কা,125,1,0
1017,ল্কি,125,2,0
1018,ল্কী,125,3,0
1019,ল্কে,125,7,0
1020,ল্গু,126,4,0
1021,ল্ট,127,0,0
1022,ল্টা,127,1,0
1023,ল্টি,127,2,0
1024,ল্টু,127,4,0
1025,ল্টে,127,7,0
1026,ল্টো,127,9,0
1027,ল্ড,128,0,0
1028,ল্ডা,128,1,0
1029,ল্ডি,128,2,0
1030,ল্ডে,128,7,0
1031,ল্ডো,128,9,0
1032,ল্প,129,0,0
1033,ল্পা,129,1,0
1034,ল্পি,129,2,0
1035,ল্পী,129,3,0
1036,ল্পে,129,7,0
1037,ল্পো,129,9,0
1038,ল্ব,130,0,0
1039,ল্ম,131,0,0
1040,ল্মি,131,2,0
1041,ল্মে,131,7,0
1042,ল্য,124,0,4
1043,ল্যা,124,1,4
1044,ল্যে,124,7,4
1045,ল্ল,132,0,0
1046,ল্লা,132,1,0
1047,ল্লি,132,2,0
1048,ল্লী,132,3,0
1049,ল্লু,132,4,0
1050,ল্লে,132,7,0
1051,ল্লো,132,9,0
1052,শ,133,0,0
1053,শা,133,1,0
1054,শি,133,2,0
1055,শী,133,3,0
1056,শু,133,4,0
1057,শূ,133,5,0
1058,শৃ,133,6,0
1059,শে,133,7,0
1060,শৈ,133,8,0
1061,শো,133,9,0
1062,শৌ,133,10,0
1063,শ্চ,134,0,0
1064,শ্চা,134,1,0
1065,শ্চি,134,2,0
1066,শ্চু,134,4,0
1067,শ্ন,135,0,0
1068,শ্না,135,1,0
1069,শ্নে,135,7,0
1070,শ্নো,135,9,0
1071,শ্ব,136,0,0
1072,শ্বা,136,1,0
1073,শ্বি,136,2,0
1074,শ্বে,136,7,0
1075,শ্ম,137,0,0
1076,শ্মি,137,2,0
1077,শ্মী,137,3,0
1078,শ্মে,137,7,0
1079,শ্য,133,0,4
1080,শ্যা,133,1,4
1081,শ্যি,133,2,4
1082,শ্যু,133,4,4
1083,শ্যে,133,7,4
1084,শ্র,133,0,5
1085,শ্রা,133,1,5
1086,শ্রি,133,2,5
1087,শ্রী,133,3,5
1088,শ্রু,133,4,5
1089,শ্রে,133,7,5
1090,শ্রো,133,9,5
1091,শ্ল,138,0,0
1092,শ্লি,138,2,0
1093,শ্লী,138,3,0
1094,শ্লু,138,4,0
1095,শ্লে,138,7,0
1096,শ্লো,138,9,0
1097,ষ,139,0,0
1098,ষা,139,1,0
1099,ষি,139,2,0
1100,ষী,139,3,0
1101,ষু,139,4,0
1102,ষে,139,7,0
1103,ষো,139,9,0
1104,ষ্ক,140,0,0
1105,ষ্কা,140,1,0
1106,ষ্কৃ,140,6,0
1107,ষ্কে,140,7,0
1108,ষ্ক্রি,140,2,5
1109,ষ্ক্রী,140,3,5
1110,ষ্ট,141,0,0
1111,ষ্টা,141,1,0
1112,ষ্টি,141,2,0
1113,ষ্টী,141,3,0
1114,ষ্টু,141,4,0
1115,ষ্টে,141,7,0
1116,ষ্ট্য,141,0,4
1117,ষ্ট্যা,141,1,4
1118,ষ্ট্যে,141,7,4
1119,ষ্ট্র,141,0,5
1120,ষ্ট্রী,141,3,5
1121,ষ্ট্রে,141,7,5
1122,ষ্ঠ,142,0,0
1123,ষ্ঠা,142,1,0
1124,ষ্ঠি,142,2,0
1125,ষ্ঠী,142,3,0
1126,ষ্ঠু,142,4,0
1127,ষ্ঠে,142,7,0
1128,ষ্ঠ্য,142,0,4
1129,ষ্ণ,143,0,0
1130,ষ্ণা,143,1,0
1131,ষ্ণু,143,4,0
1132,ষ্ণে,143,7,0
1133,ষ্প,144,0,0
1134,ষ্পা,144,1,0
1135,ষ্পে,144,7,0
1136,ষ্প্রা,144,1,5
1137,ষ্ফ,145,0,0
1138,ষ্ফো,145,9,0
1139,ষ্ম,146,0,0
1140,ষ্মে,146,7,0
1141,ষ্য,139,0,4
1142,ষ্যা,139,1,4
1143,ষ্যে,139,7,4
1144,স,147,0,0
1145,সা,147,1,0
1146,সাঁ,147,1,1
1147,সি,147,2,0
1148,সিঁ,147,2,1
1149,সী,147,3,0
1150,সু,147,4,0
1151,সূ,147,5,0
1152,সৃ,147,6,0
1153,সে,147,7,0
1154,সৈ,147,8,0
1155,সো,147,9,0
1156,সৌ,147,10,0
1157,স্ক,148,0,0
1158,স্কা,148,1,0
1159,স্কি,148,2,0
1160,স্কু,148,4,0
1161,স্কৃ,148,6,0
1162,স্কে,148,7,0
1163,স্কো,148,9,0
1164,স্ক্যা,148,1,4
1165,স্ক্র,148,0,5
1166,স্ক্রি,148,2,5
1167,স্ক্রু,148,4,5
1168,স্ট,149,0,0
1169,স্টা,149,1,0
1170,স্টি,149,2,0
1171,স্টী,149,3,0
1172,স্টু,149,4,0
1173,স্টে,149,7,0
1174,স্টো,149,9,0
1175,স্ট্যা,149,1,4
1176,স্ট্র,149,0,5
1177,স্ট্রা,149,1,5
1178,স্ট্রি,149,2,5
1179,স্ট্রী,149,3,5
1180,স্ট্রে,149,7,5
1181,স্ট্রো,149,9,5
1182,স্ট্র্যা,149,1,6
1183,স্ত,150,0,0
1184,স্তা,150,1,0
1185,স্তি,150,2,0
1186,স্তী,150,3,0
1187,স্তু,150,4,0
1188,স্তূ,150,5,0
1189,স্তৃ,150,6,0
1190,স্তে,150,7,0
1191,স্তো,150,9,0
1192,স্ত্র,150,0,5
1193,স্ত্রা,150,1,5
1194,স্ত্রি,150,2,5
1195,স্ত্রী,150,3,5
1196,স্ত্রে,150,7,5
1197,স্ত্রো,150,9,5
1198,স্থ,151,0,0
1199,স্থা,151,1,0
1200,স্থি,151,2,0
1201,স্থূ,151,5,0
1202,স্থে,151,7,0
1203,স্থ্য,151,0,4
1204,স্থ্যে,151,7,4
1205,স্না,152,1,0
1206,স্নি,152,2,0
1207,স্নে,152,7,0
1208,স্নো,152,9,0
1209,স্প,153,0,0
1210,স্পা,153,1,0
1211,স্পি,153,2,0
1212,স্পী,153,3,0
1213,স্পৃ,153,6,0
1214,স্পে,153,7,0
1215,স্পো,153,9,0
1216,স্প্যা,153,1,4
1217,স্প্রা,153,1,5
1218,স্প্রি,153,2,5
1219,স্ফ,154,0,0
1220,স্ফী,154,3,0
1221,স্ফু,154,4,0
1222,স্ফূ,154,5,0
1223,স্ফো,154,9,0
1224,স্ব,155,0,0
1225,স্বা,155,1,0
1226,স্বি,155,2,0
1227,স্বী,155,3,0
1228,স্বে,155,7,0
1229,স্বৈ,155,8,0
1230,স্ম,156,0,0
1231,স্মা,156,1,0
1232,স্মি,156,2,0
1233,স্মী,156,3,0
1234,স্মৃ,156,6,0
1235,স্য,147,0,4
1236,স্যা,147,1,4
1237,স্যু,147,4,4
1238,স্যূ,147,5,4
1239,স্যে,147,7,4
1240,স্যো,147,9,4
1241,স্র,147,0,5
1242,স্রা,147,1,5
1243,স্রে,147,7,5
1244,স্রো,147,9,5
1245,স্লা,157,1,0
1246,স্লো,157,9,0
1247,স্সু,158,4,0
1248,হ,159,0,0
1249,হা,159,1,0
1250,হাঁ,159,1,1
1251,হি,159,2,0
1252,হী,159,3,0
1253,হু,159,4,0
1254,হুঁ,159,4,1
1255,হূ,159,5,0
1256,হৃ,159,6,0
1257,হে,159,7,0
1258,হেঁ,159,7,1
1259,হৈ,159,8,0
1260,হো,159,9,0
1261,হ্ন,160,0,0
1262,হ্নি,160,2,0
1263,হ্নে,160,7,0
1264,হ্ব,161,0,0
1265,হ্বা,161,1,0
1266,হ্ম,162,0,0
1267,হ্মা,162,1,0
1268,হ্মী,162,3,0
1269,হ্য,159,0,4
1270,হ্যা,159,1,4
1271,হ্যি,159,2,4
1272,হ্যে,159,7,4
1273,হ্র,159,0,5
1274,হ্রা,159,1,5
1275,হ্লা,163,1,0
1276,ৎ,164,0,0
1277,ড়,165,0,0
1278,ড়া,165,1,0
1279,ড়ি,165,2,0
1280,ড়ী,165,3,0
1281,ড়ু,165,4,0
1282,ড়ে,165,7,0
1283,ড়ো,165,9,0
1284,ঢ়,166,0,0
1285,ঢ়ে,166,7,0
1286,য়,167,0,0
1287,য়া,167,1,0
1288,য়ি,167,2,0
1289,য়ী,167,3,0
1290,য়ু,167,4,0
1291,য়ূ,167,5,0
1292,য়ে,167,7,0
1293,য়ো,167,9,0
1294,য়্যা,167,1,4
